Date,Open,High,Low,Close
2013-05-17,7689.83,7708.25,7647.33,7695.35
2013-05-20,7710.42,7748.63,7649.35,7662.25
2013-05-21,7661.48,7682.15,7597.91,7609.99
2013-05-22,7632.92,7653.91,7554.45,7575.63
2013-05-23,7538.14,7553.51,7407.61,7422.53
2013-05-24,7454.06,7471.9,7383.79,7448.78
2013-05-27,7462.76,7570.25,7446.24,7556.31
2013-05-28,7565.41,7610.48,7538.4,7591.26
2013-05-29,7604.13,7604.13,7540.76,7571.19
2013-05-30,7558.44,7593.29,7544.45,7584.36
2013-05-31,7569.99,7569.99,7432.78,7441.89
2013-06-03,7463.18,7463.18,7376.48,7408.14
2013-06-04,7410.56,7465.12,7386.54,7398.23
2013-06-05,7388.67,7412.91,7362.34,7403.22
2013-06-06,7372.42,7433.47,7346.2,7397.86
2013-06-07,7390.82,7453.46,7342.21,7351.09
2013-06-10,7392.58,7406.08,7299.24,7323.22
2013-06-11,7301.5,7308.77,7195.18,7207.09
2013-06-12,7189.52,7203.97,7139.54,7164.91
2013-06-13,7100.35,7123.03,7064.71,7073.15
2013-06-14,7127.37,7207.22,7126.43,7193.12
2013-06-17,7212.07,7248.04,7151.69,7242.83
2013-06-18,7241.67,7272.05,7209.4,7219.21
2013-06-19,7216.05,7246.03,7195.43,7238.94
2013-06-20,7147.2,7147.2,7039.71,7047.04
2013-06-21,7031.82,7078.09,6991.1,7036.48
2013-06-24,7003.97,7003.97,6892.27,6914.47
2013-06-25,6928.24,6980.69,6868.43,6924.33
2013-06-26,6944.66,6954.4,6887.95,6897.1
2013-06-27,6964.11,7001.82,6939,6993.04
2013-06-28,7078.31,7173.02,7071.98,7164.06
2013-07-01,7166.52,7273.63,7166.52,7267.11
2013-07-02,7262.87,7286.86,7224.72,7231.21
2013-07-03,7182.84,7182.84,7104.73,7114.39
2013-07-04,7150.65,7197.65,7128.79,7182.3
2013-07-05,7238.14,7264.08,7200.18,7209.1
2013-07-08,7174.51,7184.56,7114.88,7164.93
2013-07-09,7197.31,7225.35,7191.63,7219.93
2013-07-10,7236.4,7250.65,7162.88,7178.74
2013-07-11,7254.53,7315.75,7254.53,7292.93
2013-07-12,7355.65,7368.83,7309.31,7361.74
2013-07-15,7352.62,7415.05,7345.41,7410.65
2013-07-16,7295.95,7333.27,7280.06,7321.25
2013-07-17,7346.72,7368.22,7277.9,7326.64
2013-07-18,7341.1,7413.23,7331.08,7400.95
2013-07-19,7430.93,7432.39,7371.95,7382.82
2013-07-22,7365.11,7418.78,7361.65,7378.71
2013-07-23,7412.24,7444.46,7411.65,7422.61
2013-07-24,7369.71,7387.89,7284.19,7312.48
2013-07-25,7292.11,7311.26,7212.84,7222.92
2013-07-26,7254.17,7262.43,7155.44,7181.31
2013-07-29,7174.62,7177.55,7103.27,7109.88
2013-07-30,7119.96,7128.57,6991.87,6999.47
2013-07-31,6985.09,6993.79,6888.21,6985.56
2013-08-01,7027.92,7060.53,6895.78,6940.93
2013-08-02,6972.61,6981.45,6843.61,6880.49
2013-08-05,6892.35,6922.67,6859.47,6898.27
2013-08-06,6868.95,6868.95,6703.01,6725.54
2013-08-07,6734,6774.46,6679.27,6727.28
2013-08-08,6732.39,6794.42,6721.41,6784.9
2013-08-12,6831.81,6884.22,6783.15,6853.27
2013-08-13,6846.19,6965.27,6829.29,6959.03
2013-08-14,6979.25,7014.8,6961.16,7008.8
2013-08-16,6966.12,6977.5,6730.48,6742.47
2013-08-19,6718.97,6718.97,6575.12,6631.17
2013-08-20,6556.7,6628.6,6516.56,6610.68
2013-08-21,6720.7,6722.02,6468.41,6497.52
2013-08-22,6462.66,6627.82,6445.28,6617.08
